STRUCTURE_NUMBER_008,COUNTY_CODE_003,FACILITY_CARRIED_007,FEATURES_DESC_006A,LOCATION_009,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,YEAR_BUILT_027,ADT_029,MODEL_DETERIORATION_RISK_SCORE,RISK_RANK,RISK_PERCENTILE,RISK_GROUP
000000000029029,97,SR 125 (TR-125 NBL,OVER SHAMOKIN CREEK,CITY OF SHAMOKIN,7.0,7.0,7.0,1905.0,3836.0,0.209273,19035,9.3,Low
000000000033300,117,T-684,NORTH RUN,2.2 MI NW OF HOLLIDAY,6.0,5.0,5.0,1945.0,100.0,0.209227,19036,9.3,Low
000000000040705,59,SR 0079,TOWNSHIP ROAD 512,WASHINGTON TOWNSHIP,7.0,7.0,7.0,1999.0,11458.0,0.209127,19037,9.3,Low
000000000019781,65,SR3014,BIG RUN,HEMLOCK VIEW,5.0,5.0,6.0,1985.0,227.0,0.209097,19038,9.3,Low
000000000011432,33,SR 253-PA 253,LITTLE MUDDY RUN,ALLEMANS,5.0,5.0,5.0,1922.0,945.0,0.20895,19039,9.3,Low
000000000033589,119,STATE GAMELAND RD,SPRING CREEK,3.2 MI. W. OF ALLENWOOD,6.0,5.0,5.0,1919.0,5.0,0.208795,19040,9.3,Low
000000000046621,11,PA 737,MILL CREEK,1MI N. OF KUTZTOWN,7.0,7.0,7.0,2011.0,5642.0,0.208641,19041,9.3,Low
000000000001497,3,SUNFISH RD,SUNFISH RUN,3/4 MI. NORTH OF SR 0136,5.0,5.0,5.0,1949.0,172.0,0.208533,19042,9.3,Low
000000000021783,71,T-824,PA TPK (I-76),WEST COCALICO TWP,6.0,6.0,6.0,1949.0,200.0,0.208481,19043,9.2,Low
000000000026504,87,SR 1005,TEA CREEK,REEDSVILLE,5.0,5.0,5.0,1930.0,5997.0,0.208441,19044,9.2,Low
000000000029219,97,SR 2034,SHAMOKIN CREEK,1 MI SE OF KULPMONT,7.0,6.0,6.0,1950.0,3277.0,0.208357,19045,9.2,Low
000000000006696,15,W. PACKER AVENUE,NORF SOUTH RR&LEHIGH AVE,"W. PACKER AVE, SAYRE BORO",6.0,7.0,6.0,1985.0,5350.0,0.208286,19046,9.2,Low
000000000012253,35,SR 477-PA 477,FISHING CREEK,LOGANTON BORO,5.0,4.0,5.0,1938.0,957.0,0.208259,19047,9.2,Low
000000000015652,47,SR 1003,ELK CREEK,1 MI N ST MARYS,6.0,5.0,5.0,1958.0,5101.0,0.208142,19048,9.2,Low
000000000009514,27,SR 322-US 322,GALBRAITH GAP RUN,BOALSBURG,6.0,5.0,5.0,1925.0,13783.0,0.207979,19049,9.2,Low
000000000043532,11,T592 OLD LANC.PIKE,SR 222;T385 GOOSE LANE,T592 OVER SR222&GOOSE LN,6.0,7.0,6.0,2005.0,1441.0,0.207882,19050,9.2,Low
000000000006109,15,SR 0187,HOLLOW RUN,VILLAGE OF MYERSBURG,7.0,7.0,7.0,1919.0,3045.0,0.2078,19051,9.2,Low
000000000009100,25,SR 3012(LR 13033),MAUCH CHUNK CREEK,LENTZ TRAIL ROAD,5.0,4.0,4.0,1930.0,1034.0,0.207775,19052,9.2,Low
000000000012515,37,(I-80 EBL),"SR1004,NB SUSQUEHANNA R.",I80 MIFFLINVILLE RIVER BR,8.0,8.0,8.0,1963.0,13094.0,0.207745,19053,9.2,Low
000000000006632,15,T-608     (BR # 1),JOHNSONS CREEK,1.8 MI. SE OF ROME BORO,5.0,7.0,5.0,1984.0,200.0,0.207548,19054,9.2,Low
000000000033069,117,SR 3001,CEDAR RUN,2.5 MI N OF CEDAR RUN,8.0,8.0,6.0,1895.0,22.0,0.207504,19055,9.2,Low
000000000012301,35,SR 2002,CHERRY RUN,4 MILE SOUTHEAST LAMAR,6.0,5.0,5.0,1940.0,690.0,0.207502,19056,9.2,Low
000000000019272,63,SR1053,SOUTH BRANCH BEAR RUN,LOCKVALE,3.0,3.0,4.0,1952.0,54.0,0.207493,19057,9.2,Low
000000000033268,117,T-312 CTY BR No.3B,PINE CREEK,0.1 MI NORTH OF REXFORD,6.0,7.0,7.0,1985.0,50.0,0.207461,19058,9.2,Low
000000000033074,117,SR 3001,CEDAR RUN,VILLAGE OF LEETONIA,8.0,7.0,7.0,1974.0,20.0,0.207452,19059,9.2,Low
000000000009058,25,SR 2002(APPL.1461),LITTLE AQUASHICOLA CREEK,PALMERTON/AQUASHICOLA,4.0,4.0,5.0,1922.0,10968.0,0.207447,19060,9.2,Low
000000000030317,105,SR 1011,GENESEE RIVER,ULYSSES,4.0,5.0,4.0,1941.0,602.0,0.207434,19061,9.2,Low
000000000040718,125,SR 1030,Norfolk Sothern Railroad,DONORA BOROUGH,6.0,7.0,6.0,1998.0,1411.0,0.207408,19062,9.2,Low
000000000039034,101,HENRY AVENUE,"BIKE PATH,TRIB.WISSAHIC",WEST RIDGE AVE.  3479 G05,5.0,5.0,5.0,1957.0,30803.0,0.207112,19063,9.2,Low
000000000019338,63,SR3017,CHERRY RUN,GINTER NO.2,4.0,3.0,5.0,1975.0,416.0,0.20708,19064,9.1,Low
000000000005142,11,SR 3008(LR06056),TRIB.TO SPRING CREEK,BROWNSVILLE ROAD,5.0,5.0,5.0,1934.0,2087.0,0.207077,19065,9.1,Low
000000000034429,125,SR 0070,BR DUTCH FORK BUFFALO CK,DONEGAL TOWNSHIP,6.0,6.0,6.0,1961.0,14215.0,0.207036,19066,9.1,Low
000000000023560,77,PA TPK (I-476),T-559,2MI N OF L V INTERCHANGE,5.0,5.0,5.0,1955.0,30563.0,0.206895,19067,9.1,Low
000000000005062,11,LR 197 & APPL 5722,ANTIETAM CREEK,STONY CREEK MILLS,5.0,4.0,5.0,1924.0,5245.0,0.206894,19068,9.1,Low
000000000011821,33,SR 3014,NORTH CAMP RUN,WAUKESHA,4.0,4.0,4.0,1938.0,183.0,0.206864,19069,9.1,Low
000000000012784,37,T-344  CTY BR # 25,SOUTH BRANCH ROARING CRK,2.7 Mi. NE OF  ELYSBURG,6.0,7.0,7.0,1974.0,70.0,0.206863,19070,9.1,Low
000000000007787,19,SR0008,MUDDY CREEK,NORTH OF UNIONVILLE,5.0,5.0,4.0,1942.0,10376.0,0.206831,19071,9.1,Low
000000000010203,29,WEST CHESTER BYPAS,TAYLORS RUN,NEAR WEST CHESTER  31J09,5.0,5.0,5.0,1956.0,11986.0,0.206822,19072,9.1,Low
000000000033293,117,T-586    CTY BR 16,CROOKED CREEK,0.1 MI. SE MIDDLEBURY CTR,7.0,7.0,7.0,1980.0,200.0,0.206812,19073,9.1,Low
000000000009442,27,SR 3040,STEEL HOLLOW RUN,1 MI E MARTHA FURNACE,5.0,5.0,6.0,1925.0,2220.0,0.206736,19074,9.1,Low
000000000033370,117,SPILLWAY ROAD,HILLS CREEK SPILLWAY,HILLS CREEK STATE PARK,7.0,7.0,6.0,1951.0,330.0,0.206721,19075,9.1,Low
000000000034430,125,SR 0070,BR DUTCH FORK BUFFALO CK,DONEGAL TOWNSHIP,6.0,6.0,6.0,1961.0,14912.0,0.206721,19076,9.1,Low
000000000019168,63,SR0422 EB,T-604 METZ RD,METZ EB,6.0,5.0,5.0,1969.0,4058.0,0.206686,19077,9.1,Low
000000000026973,89,US 209 BUS.(LR164),KETTLE CREEK,SNYDERSVILLE,4.0,4.0,4.0,1925.0,8101.0,0.206571,19078,9.1,Low
000000000012658,37,MILL ROAD,ROARING CREEK,2.7 M. SE OF SLABTOWN,7.0,7.0,7.0,1985.0,291.0,0.206569,19079,9.1,Low
000000000001555,3,BROUGHTON LIBRARY,LICK RUN,1 1/2 MILES WEST OF SR 51,,5.0,5.0,1920.0,28309.0,0.206487,19080,9.1,Low
000000000012284,35,ON TSR 430,PLUM RUN,2 MILE SOUTH SWISSDALE,5.0,5.0,6.0,1969.0,200.0,0.206411,19081,9.1,Low
000000000019643,65,SR0322,FEHLEY RUN,PRESCOTTVILLE NO.4,5.0,5.0,6.0,1957.0,3897.0,0.20636,19082,9.1,Low
000000000008864,23,SR 120-PA 120,GROVE RUN,SINNEMAHONING,5.0,5.0,4.0,1928.0,648.0,0.206316,19083,9.1,Low
000000000040727,19,HOOK STREET,BREAKNECK CREEK,0.07 MI. W OF SPRING ST,5.0,6.0,5.0,1999.0,150.0,0.206275,19084,9.1,Low
000000000041160,81,T-576,MILL CREEK,1.5 MI. W OF HUNTERSVILLE,,6.0,6.0,1930.0,30.0,0.206207,19085,9.0,Low
000000000029030,97,SR 125 (TR125 SBL),OVER SHAMOKIN CR.,CITY OF SHAMOKIN,6.0,7.0,6.0,1905.0,3611.0,0.206144,19086,9.0,Low
000000000031161,109,MILL ROAD,PENNS CREEK,3 MI NORTH OF SELINSGROVE,8.0,7.0,7.0,1994.0,7981.0,0.206042,19087,9.0,Low
000000000006616,15,T-706  TWP BR#2,JOHNSONS CREEK,2.5 MI. SE OF ORWELL,7.0,7.0,7.0,1989.0,150.0,0.206022,19088,9.0,Low
000000000019093,63,SR0286,SR0422 EB&WB,OAKLAND AVENUE,7.0,6.0,6.0,1993.0,17343.0,0.206012,19089,9.0,Low
000000000011076,31,SR4001 EAST END RD,SR0080 EB&WB,GROCE HILL,5.0,5.0,5.0,1965.0,533.0,0.205937,19090,9.0,Low
000000000020261,67,SR 3014,DOYLE RUN,2 MI S NOOK,5.0,4.0,5.0,1921.0,172.0,0.205886,19091,9.0,Low
000000000006521,15,SR 4024,OVER BENTLEY CREEK,VILLAGE OF CENTERVILLE,8.0,7.0,7.0,1979.0,491.0,0.205806,19092,9.0,Low
000000000040380,59,TOWNSHIP ROAD 555,TEN MILE CREEK,NE OF WAYNESBURG,7.0,7.0,7.0,1998.0,25.0,0.205785,19093,9.0,Low
000000000044367,11,SR 4035 N 4TH ST,SR 78 (LR 285),EXIT #10 HAMBURG INT,7.0,7.0,7.0,2006.0,2072.0,0.205768,19094,9.0,Low
000000000016751,51,SR 1030,GIST RUN,DUNBAR TOWNSHIP,,4.0,5.0,1925.0,1143.0,0.205756,19095,9.0,Low
000000000040023,11,N. WYOMISSING BLVD,US 422,N.WYOMISSING BLVD.OVER422,7.0,7.0,7.0,1998.0,12606.0,0.205746,19096,9.0,Low
000000000044013,11,SWATARA DRIVE,LITTLE SWATARA CREEK,SW OF STRAUSSTOWN,,5.0,2.0,2007.0,50.0,0.20572,19097,9.0,Low
000000000011447,33,SR 255-PA 255,NARROWS CREEK,2 MI SW SABULA,5.0,5.0,5.0,1939.0,5153.0,0.205607,19098,9.0,Low
000000000033324,117,T-836 SULLIVAN TWP,COREY CREEK,VILLAGE OF MAINESBURG,6.0,6.0,7.0,1988.0,324.0,0.205575,19099,9.0,Low
000000000042115,27,SR 99  I-99,SR 3042,1 MILE NORTH PORT MATILDA,7.0,7.0,7.0,2003.0,7082.0,0.205444,19100,9.0,Low
000000000033169,117,REESE HILL ROAD,CATLIN HOLLOW CR,3 MI NE OF WELLSBORO,7.0,6.0,7.0,1955.0,184.0,0.205377,19101,9.0,Low
000000000006423,15,SR 3016,MILL CREEK,CANTON BOROUGH,6.0,6.0,5.0,1900.0,77.0,0.20531,19102,9.0,Low
000000000003633,7,BENNETT RUN RD,BRANCH BENNETT RUN,100' WEST OF TWP.RD.607,5.0,5.0,5.0,1940.0,4106.0,0.205303,19103,9.0,Low
000000000047109,11,SR3061 TRNBK T509,TULPEHOCKEN CREEK,SHERIDAN ROAD,7.0,7.0,7.0,2012.0,733.0,0.20528,19104,9.0,Low
000000000001232,3,SALTSBURG RD,PLUM CREEK,50' E. OF PIERSON RUN RD.,4.0,4.0,5.0,1957.0,7708.0,0.205078,19105,9.0,Low
000000000028050,91,SWEDESFORD ROAD,SEPTA BETHLEHEM BR.,.25MI.NW OF RT202 3144-H9,,5.0,5.0,1930.0,1300.0,0.205063,19106,8.9,Low
000000000033241,117,T472 COVINGTON TWP,ELK RUN,2.2 MI. NW OF COVINGTON,5.0,5.0,6.0,1974.0,125.0,0.204969,19107,8.9,Low
000000000006660,15,T-377  TERRY TWP.,SUGAR RUN,0.5 MI. WEST OF NEW ERA,6.0,3.0,6.0,1984.0,50.0,0.204917,19108,8.9,Low
000000000041316,31,T-374 SUMMERVILLE,CHERRY RUN,"0.1 mi S, int w/ SR 2009",7.0,7.0,7.0,2001.0,50.0,0.204769,19109,8.9,Low
000000000043519,59,SR 0019,BR OF DYERS FORK,WHITELEY TWP,7.0,7.0,7.0,2005.0,372.0,0.20475,19110,8.9,Low
000000000019576,65,SR1012 (T-520),SR0080 EB,HATTEN ROAD EB,5.0,5.0,5.0,1962.0,38.0,0.204558,19111,8.9,Low
000000000033072,117,SR 3001,FAHNESTOCK RUN,1.75 MI.S.OF LEETONIA,8.0,8.0,7.0,1996.0,21.0,0.204537,19112,8.9,Low
000000000041670,67,SR 22-US 22,SR 3002 ARCH ROCK ROAD,3 MI WEST OF MIFFLINTOWN,7.0,7.0,7.0,2002.0,9311.0,0.204524,19113,8.9,Low
000000000010223,29,LOWER VALLEY ROAD,OFFICERS RUN,NEAR PARKESBURG    26H11,4.0,4.0,4.0,1937.0,2811.0,0.204458,19114,8.9,Low
000000000007049,17,BUCK ROAD,NESHAMINY CREEK,1.2MI.TO LR-09042  36H04,,5.0,5.0,1932.0,10789.0,0.204427,19115,8.9,Low
000000000010560,29,DOWNINGTOWN PIKE,TAYLORS RUN,WEST CHESTER     31G09,5.0,5.0,5.0,1928.0,5723.0,0.204381,19116,8.9,Low
000000000018413,59,SR 3013,TENMILE CREEK,FRANKLIN TOWNSHIP,,5.0,6.0,1928.0,884.0,0.204358,19117,8.9,Low
000000000011227,33,SR 53-PA 53,JOPLING RUN,MADERA,5.0,5.0,5.0,1948.0,2814.0,0.204305,19118,8.9,Low
000000000045232,77,PA 873,Trout Creek,Gen.Thos.R.Morgan Bridge,7.0,7.0,7.0,2008.0,14109.0,0.204258,19119,8.9,Low
000000000003151,5,SR1036,COWANSHANNOCK CREEK,RAYBURN TWP-N KITTANNING,4.0,5.0,4.0,1962.0,1065.0,0.204229,19120,8.9,Low
000000000043984,27,SR 99-I 99,ACCESS ROAD,3 MILES SW PORT MATILDA,7.0,7.0,7.0,2006.0,6883.0,0.204226,19121,8.9,Low
000000000043007,81,SR 414,OVER PINE CREEK,VILLAGE OF JERSEY MILLS,8.0,8.0,8.0,2005.0,637.0,0.204182,19122,8.9,Low
000000000042759,59,TOWNSHIP ROAD 515,MUDDY CREEK,SOUTH OF 21 NEAR KHEDIVE,7.0,7.0,7.0,2004.0,25.0,0.204135,19123,8.9,Low
000000000012632,37,SR 1020,HUNTINGTON CREEK,2 MI EAST OF FORKS,8.0,7.0,7.0,1961.0,681.0,0.204073,19124,8.9,Low
000000000007220,17,EAST TRENTON AVE.,PENNSYLVANIA CANAL,1BLK.DELAWARE RIV. 39C03,5.0,5.0,5.0,1938.0,15530.0,0.203814,19125,8.9,Low
000000000032047,113,SR 3003,Big Run,0.75 MI N OF SONESTOWN,7.0,6.0,6.0,1958.0,30.0,0.203766,19126,8.9,Low
000000000018137,59,SR 0088,WHITELEY CREEK,MONONGAHELA TOWNSHIP,5.0,4.0,4.0,1930.0,3099.0,0.203717,19127,8.8,Low
000000000009240,27,SR 45-US 322 BUS,BRANCH SPRING CREEK,BOALSBURG,5.0,5.0,5.0,1961.0,13592.0,0.203609,19128,8.8,Low
000000000009020,25,PA 534 (LR 13018),DILLDOWN CREEK,0.5 MI.S.OF ALBRIGHTVILLE,5.0,5.0,5.0,1938.0,2356.0,0.203576,19129,8.8,Low
000000000045995,129,SR 0201,Pollock Run,1.6 mi N of SR 0051,7.0,7.0,7.0,2010.0,3932.0,0.203563,19130,8.8,Low
000000000005214,11,SR 3059(LR 06039),LAUREL CREEK,LEISZ'S BRIDGE RD.,5.0,5.0,5.0,1934.0,3032.0,0.203482,19131,8.8,Low
000000000003773,7,WOLF RUN RD,WOLF RUN,0.5  MI. WEST OF SR 4041,5.0,5.0,4.0,1962.0,548.0,0.203413,19132,8.8,Low
000000000012633,37,SR 1020,OVER HUNTINGTON CREEK,1.5 MI EAST OF FORKS,8.0,7.0,7.0,1961.0,681.0,0.203225,19133,8.8,Low
000000000044344,3,SR 885,BLUFF,Blvd of The Allies Bluffs,7.0,7.0,7.0,2001.0,30717.0,0.203161,19134,8.8,Low
000000000025154,81,T-270,GREGS RUN,0.7 MI. SE OF HUGHSVILLE,5.0,5.0,5.0,1970.0,200.0,0.203127,19135,8.8,Low
000000000036479,129,SR 2012,TOWNSHIP LINE RUN,HEMPFIELD & MT PLEASANT T,7.0,7.0,6.0,1995.0,738.0,0.203057,19136,8.8,Low
000000000020125,67,SR 2003,DOE RUN,0.5 MI N MEXICO,5.0,4.0,5.0,1936.0,175.0,0.202914,19137,8.8,Low
000000000032107,113,T-389,LITTLE LOYALSOCK CREEK,2.5 MI. W OF CHERRY MILLS,7.0,7.0,7.0,1975.0,54.0,0.202894,19138,8.8,Low
000000000040261,77,SR 1009 (LR48049),US 22(LR 772)9402/9406,SCHOENERSVILLE ROAD,7.0,6.0,7.0,1998.0,18359.0,0.202847,19139,8.8,Low
000000000006695,15,T-699       BR # 1,WYSOX CREEK,BORO OF ROME,6.0,7.0,7.0,1991.0,500.0,0.202777,19140,8.8,Low
000000000031104,109,SR 235,SWIFT RUN,VILLAGE OF BENFER,7.0,7.0,5.0,1932.0,1193.0,0.202771,19141,8.8,Low
000000000032712,115,T519 (Stone Br Rd.,EAST BR. TUNKHANNOCK CR.,2 MI W OF UNIONDALE,,1.0,1.0,1910.0,20.0,0.202757,19142,8.8,Low
000000000016999,51,SR 4020,DUNLAP CREEK,REDSTONE & LUZERNE TWPS.,,5.0,5.0,1952.0,883.0,0.202647,19143,8.8,Low
000000000006916,17,E. BUTLER AVENUE,COOKS RUN,NEW BRITIAN BORO.  28E01,4.0,4.0,5.0,1926.0,9221.0,0.202628,19144,8.8,Low
000000000012800,37,T-580 GREENWD BR#1,LITTLE GREEN CREEK,1 MI. NW OF ROHRSBURG,5.0,6.0,4.0,1918.0,50.0,0.202582,19145,8.8,Low
000000000015297,45,WEST 9TH STREET,MARCUS HOOK CREEK,W.TRAINER BOROUGH  42K08,,4.0,4.0,1941.0,6603.0,0.202555,19146,8.8,Low
000000000022905,75,NORTH 3RD STREET,QUITTAPAHILLA CREEK,3RD ST QUILLAPAHILLA CK.,4.0,4.0,5.0,1920.0,150.0,0.202552,19147,8.8,Low
000000000033595,119,T-392   (CTY BR 4),LITTLE BUFFALO CREEK,0.9 MI NE OF KELLY POINT,7.0,7.0,7.0,1991.0,100.0,0.202522,19148,8.7,Low
000000000032119,113,SHREWSBRY&DAVIDSON,TROUT RUN,0.6 MI NW OF MUNCY VALLEY,5.0,5.0,4.0,1917.0,54.0,0.202468,19149,8.7,Low
000000000025084,81,"T-840, CTY BDG 103",LYCOMING CREEK,2.8 MI N OF TROUT RUN,7.0,8.0,7.0,1996.0,80.0,0.202444,19150,8.7,Low
000000000033242,117,T421 COVINGTON TWP,CANOE CAMP CREEK,1.6 MI NE OF COVINGTON,6.0,7.0,7.0,1975.0,20.0,0.202398,19151,8.7,Low
000000000024823,81,SR 1005,OVER PLUNKETTS CREEK,1 MILE SOUTH OF PROCTOR,6.0,4.0,5.0,1938.0,271.0,0.202351,19152,8.7,Low
000000000057167,117,SR 6,OVER PHOENIX RUN,1 MI W OF GAINES,8.0,8.0,8.0,2022.0,4390.0,0.202336,19153,8.7,Low
000000000040557,77,PA 378 (LR 1007),US 22 (LR 772),US 22 INTERCHANGE,7.0,7.0,7.0,1999.0,35929.0,0.20228,19154,8.7,Low
000000000053509,15,SR 2020,BENNETTS CREEK,3 MI.SOUTHWEST OF DURELL,8.0,8.0,8.0,2016.0,150.0,0.202235,19155,8.7,Low
CEPNABPA-000004,117,ADMIN ACCESS ROAD,STEPHENHOUSE RUN,TIOGA-HAMMOND LAKES,6.0,6.0,5.0,1979.0,200.0,0.202102,19156,8.7,Low
000000000007198,17,BIG OAK ROAD,ROCK RUN,WEST MORRISVILLE   38G04,5.0,5.0,5.0,1955.0,7226.0,0.202036,19157,8.7,Low
000000000030854,107,SR 4033(LR 53068),LITTLE CATAWISSA CR.,"ZION GROVE ROAD,RINGTOWN",,4.0,4.0,1930.0,453.0,0.20203,19158,8.7,Low
000000000019169,63,SR0422 WB,T-604 METZ RD,METZ WB,6.0,5.0,5.0,1969.0,4099.0,0.202023,19159,8.7,Low
000000000012817,37,T468 COUNTY BR#19,ROARING CREEK,1 MI NW OF MILL GROVE,6.0,7.0,7.0,1981.0,50.0,0.20196,19160,8.7,Low
000000000039983,77,PA 863 (LR 39066),ONTELAUNEE CREEK,LYNNPORT BRIDGE,7.0,7.0,7.0,1998.0,370.0,0.201937,19161,8.7,Low
000000000022604,75,US 22; ALLENTOWN B,DEEP RUN,1 MI.W. OF T.R. 343,5.0,5.0,5.0,1939.0,9195.0,0.201885,19162,8.7,Low
000000000003754,7,PARK RD,BR.SOUTH BRANCH BRADY RU,300'N.OF INTER W/SR 4012,5.0,5.0,5.0,1920.0,754.0,0.201724,19163,8.7,Low
000000000020005,67,SR 75-PA 75,TUSCARORA CREEK,1 MI S WATERLOO,5.0,5.0,5.0,1940.0,782.0,0.201579,19164,8.7,Low
000000000020143,67,SR 2007,DOE RUN,1 MI S VAN WERT,5.0,5.0,4.0,1940.0,208.0,0.201515,19165,8.7,Low
000000000009333,27,SR 144-PA 144,POTTER RUN,POTTER RUN,5.0,5.0,5.0,1939.0,4239.0,0.201423,19166,8.7,Low
000000000032094,113,T-309 BR#1,MUNCY CREEK,0.1 MI. S OF SONESTOWN,7.0,7.0,6.0,1976.0,100.0,0.201356,19167,8.7,Low
000000000009621,27,SR 2004,SPRING CREEK,OAK HALL,5.0,5.0,5.0,1948.0,251.0,0.201238,19168,8.7,Low
000000000019441,63,T-433 WAINWRIGHT,AULTMAN RUN,BTW SR3004 & T460,7.0,7.0,7.0,1998.0,70.0,0.201214,19169,8.6,Low
000000000039960,63,SR1054,R.J. CORMAN RR,HILLMAN,7.0,7.0,7.0,1997.0,205.0,0.201201,19170,8.6,Low
000000000028451,93,T-422  CTY BR # E,LIMESTONE RUN,VILLAGE OF LIMESTONEVILLE,5.0,5.0,6.0,1913.0,100.0,0.201109,19171,8.6,Low
000000000018223,59,SR 1015,Norfolk Southern Railway,JEFFERSON TOWNSHIP,,5.0,5.0,1919.0,554.0,0.200996,19172,8.6,Low
000000000041754,97,SR 1008,TRIB TO WARRIOR RUN,2 MI NORTH OF TURBOTVILLE,8.0,8.0,7.0,2002.0,400.0,0.200898,19173,8.6,Low
000000000025073,81,T-708,BEAVER DAM RUN,1.7 MI. NE OF LAIRDSVILLE,5.0,5.0,5.0,1920.0,50.0,0.200688,19174,8.6,Low
000000000040875,23,"T-330, Nickler Rd",SALT RUN,100 FT E. OF PA 155,5.0,2.0,1.0,1929.0,0.0,0.200682,19175,8.6,Low
000000000042468,27,SR 99 I-99,SR 3042 - US 322,4 MILE W OF STATE COLLEGE,7.0,7.0,7.0,2004.0,12419.0,0.200626,19176,8.6,Low
000000000041871,97,SR 147 FUTURE NB,OVER TWP 589,0.5 MILE NORTH OF MILTON,8.0,8.0,7.0,2002.0,8515.0,0.200568,19177,8.6,Low
000000000042470,27,SR 99  I-99,SR 550-PA 550,4 MI SOUTH STATE COLLEGE,7.0,7.0,7.0,2004.0,12454.0,0.200554,19178,8.6,Low
000000000053643,67,SR 35- PA 35,LOST CREEK,1 MI W OAKLAND MILLS,7.0,7.0,7.0,2016.0,5192.0,0.200549,19179,8.6,Low
000000000006995,17,DUBLIN PIKE,BUCK CREEK,.4MI.TO LR 09083   14F03,4.0,4.0,4.0,1930.0,12743.0,0.200456,19180,8.6,Low
000000000040839,19,CHURCH STREET,BREAKNECK CREEK,265 FT EAST OF CLAY AVE,5.0,6.0,5.0,2000.0,100.0,0.200322,19181,8.6,Low
000000000009605,27,SR 1006,NITTANY CREEK,1 MI E MILESBURG,5.0,5.0,5.0,1929.0,785.0,0.200222,19182,8.6,Low
000000000011956,33,T-899,LABORDE BRANCH,150 FT SE OF SR 4013,4.0,4.0,3.0,1920.0,35.0,0.200204,19183,8.6,Low
000000000019990,67,SR 35-PA 35,LOST CREEK,OAKLAND MILLS,5.0,5.0,5.0,1941.0,5192.0,0.200159,19184,8.6,Low
000000000018972,63,SR0022 EB&WB,CONEMAUGH RIVER,BLAIRSVILLE NO.1,6.0,5.0,6.0,1951.0,20532.0,0.200035,19185,8.6,Low
000000000039218,101,Bell's Mill Road,Wissahickon Creek,SW of Germantown Ave16G02,,4.0,4.0,1820.0,12200.0,0.199864,19186,8.6,Very low
000000000039216,101,Wingohocking St.,Frankford Creek,E. of Castor Ave.   29F01,6.0,6.0,6.0,1951.0,7100.0,0.199821,19187,8.6,Very low
000000000030797,107,SR 2022(LR 53016),LITTLE SCHUYLKILL RIVER,VILLAGE OF HECLA,,4.0,5.0,1927.0,264.0,0.199803,19188,8.6,Very low
000000000029274,97,S.R. 4004,TRIB NORTH BR SUSQ RIVER,5 MI NE OF SUNBURY,5.0,6.0,4.0,1912.0,367.0,0.199732,19189,8.6,Very low
000000000022626,75,I-78 EB; SR 0078,T-435,0.5 MI.E. OF SWATARA CK.,5.0,5.0,6.0,1969.0,15595.0,0.199704,19191,8.5,Very low
000000000022627,75,I-78 WB; SR 0078,"T-435, N LANCASTER ST.",1 MI.E. OF SWATARA CREEK,5.0,5.0,6.0,1969.0,17168.0,0.199704,19190,8.5,Very low
000000000003678,7,LOVI RD,CROWS RUN,AT SR 2002 INT.,,4.0,4.0,1930.0,2487.0,0.199642,19192,8.5,Very low
000000000019486,63,T-563 RAILROAD ST,N. BRANCH TWO LICK CREEK,BTW SR1012 & T858,5.0,5.0,5.0,1975.0,50.0,0.199635,19193,8.5,Very low
000000000014323,43,PA 230; SR 0230,ASYLUM RUN,HARRISBURG,4.0,4.0,5.0,1950.0,22619.0,0.199433,19194,8.5,Very low
000000000019360,63,SR3035,TEARING RUN,TEARING RUN NO.1,,6.0,5.0,1947.0,1779.0,0.199419,19195,8.5,Very low
000000000024845,81,SR 1017,TROUT RUN,TROUT RUN,6.0,5.0,7.0,1961.0,667.0,0.199397,19196,8.5,Very low
000000000038682,101,BROAD STREET,ROOSEVELT BLVD.,@ ROOSEVELT BLVD.3480G07,5.0,6.0,5.0,1961.0,54364.0,0.199393,19197,8.5,Very low
000000000001429,3,L.DR.CRK.VALLEY RD,LITTLE DEER CREEK,WEST DEER @ ORANGE BELT X,5.0,4.0,5.0,1940.0,4584.0,0.199392,19198,8.5,Very low
000000000028777,95,SR 4004 (LR 48082),TRIB.TO MONOCACY CREEK,1 MI.W.OF NAZARETH,5.0,5.0,5.0,1924.0,2206.0,0.199172,19199,8.5,Very low
000000000008010,19,SR1019,LITTLE BUFFALO RUN,SOUTH OF FENELTON,5.0,5.0,5.0,1941.0,789.0,0.199168,19200,8.5,Very low
000000000042471,27,SR 99 I-99,SR 3042 - US 322,4 MILE WEST STATE COLLEGE,7.0,7.0,7.0,2004.0,12454.0,0.19916,19201,8.5,Very low
000000000039497,27,SR 99 - I 99,SR 550-PA 550,BELLEFONTE,7.0,7.0,7.0,1997.0,9189.0,0.199158,19202,8.5,Very low
000000000052591,63,SR 1006,SR 0119 NB & SB,0.2 Mi E SR 286 Inter.,7.0,7.0,7.0,2015.0,2505.0,0.199053,19203,8.5,Very low
000000000006414,15,SR 3009,SUGAR CREEK,.25 MI. S. BURLINGTON B.,8.0,8.0,7.0,1983.0,559.0,0.199019,19204,8.5,Very low
000000000038708,101,RAMP A N.B. (ON),PILE SUPPORTED SLAB FILL,ENTERPRISE AVE.   3699F09,5.0,5.0,5.0,1971.0,2543.0,0.198978,19205,8.5,Very low
